"set";"selector_name";"n_features";"adaboost";"bagging";"extratree";"extratreeS";"gradientboost";"knn";"logit";"mlp";"nb";"ncentroids";"rndforest";"svm";"tree"
"sets";"pca";96;0.219512195121951;0.634146341463415;0.292682926829268;0.585365853658537;0.658536585365854;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.731707317073171;0.853658536585366;0.682926829268293
"sets";"pca";97;0.219512195121951;0.609756097560976;0.268292682926829;0.48780487804878;0.682926829268293;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.707317073170732;0.853658536585366;0.707317073170732
"sets";"pca";98;0.195121951219512;0.707317073170732;0.390243902439024;0.536585365853659;0.707317073170732;0.731707317073171;0.804878048780488;0.75609756097561;NA;0.414634146341463;0.560975609756098;0.853658536585366;0.682926829268293
"sets";"pca";99;0.219512195121951;0.634146341463415;0.146341463414634;0.585365853658537;0.707317073170732;0.731707317073171;0.804878048780488;0.804878048780488;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.658536585365854
"sets";"pca";100;0.219512195121951;0.634146341463415;0.414634146341463;0.634146341463415;0.731707317073171;0.731707317073171;0.804878048780488;0.707317073170732;NA;0.414634146341463;0.463414634146341;0.853658536585366;0.731707317073171
"sets";"pca";101;0.219512195121951;0.560975609756098;0.268292682926829;0.634146341463415;0.731707317073171;0.731707317073171;0.804878048780488;0.707317073170732;NA;0.414634146341463;0.536585365853659;0.853658536585366;0.634146341463415
"sets";"pca";102;0.219512195121951;0.634146341463415;0.195121951219512;0.634146341463415;0.75609756097561;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.51219512195122;0.853658536585366;0.585365853658537
"sets";"pca";103;0.219512195121951;0.682926829268293;0.121951219512195;0.585365853658537;0.682926829268293;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.682926829268293
"sets";"pca";104;0.219512195121951;0.682926829268293;0.317073170731707;0.585365853658537;0.780487804878049;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.634146341463415;0.853658536585366;0.707317073170732
"sets";"pca";105;0.195121951219512;0.634146341463415;0.292682926829268;0.585365853658537;0.731707317073171;0.731707317073171;0.804878048780488;0.682926829268293;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.634146341463415
"sets";"pca";106;0.219512195121951;0.634146341463415;0.341463414634146;0.463414634146341;0.707317073170732;0.731707317073171;0.804878048780488;0.829268292682927;NA;0.414634146341463;0.463414634146341;0.853658536585366;0.707317073170732
"sets";"pca";107;0.195121951219512;0.731707317073171;0.24390243902439;0.48780487804878;0.658536585365854;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.731707317073171
"sets";"pca";108;0.219512195121951;0.707317073170732;0.268292682926829;0.609756097560976;0.731707317073171;0.731707317073171;0.804878048780488;0.682926829268293;NA;0.414634146341463;0.658536585365854;0.853658536585366;0.634146341463415
"sets";"pca";109;0.219512195121951;0.707317073170732;0.390243902439024;0.414634146341463;0.731707317073171;0.731707317073171;0.804878048780488;0.804878048780488;NA;0.414634146341463;0.51219512195122;0.853658536585366;0.75609756097561
"sets";"pca";110;0.219512195121951;0.731707317073171;0.195121951219512;0.414634146341463;0.75609756097561;0.731707317073171;0.804878048780488;0.75609756097561;NA;0.414634146341463;0.536585365853659;0.853658536585366;0.658536585365854
"sets";"pca";111;0.219512195121951;0.707317073170732;0.268292682926829;0.536585365853659;0.75609756097561;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.658536585365854
"sets";"pca";112;0.219512195121951;0.682926829268293;0.390243902439024;0.51219512195122;0.731707317073171;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.658536585365854
"sets";"pca";113;0.219512195121951;0.658536585365854;0.390243902439024;0.536585365853659;0.75609756097561;0.731707317073171;0.804878048780488;0.804878048780488;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.609756097560976
"sets";"pca";114;0.219512195121951;0.634146341463415;0.195121951219512;0.51219512195122;0.682926829268293;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.682926829268293
"sets";"pca";115;0.219512195121951;0.658536585365854;0.341463414634146;0.585365853658537;0.731707317073171;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.560975609756098;0.853658536585366;0.585365853658537
"sets";"pca";116;0.219512195121951;0.658536585365854;0.268292682926829;0.51219512195122;0.707317073170732;0.731707317073171;0.804878048780488;0.804878048780488;NA;0.414634146341463;0.51219512195122;0.853658536585366;0.75609756097561
"sets";"pca";117;0.195121951219512;0.658536585365854;0.219512195121951;0.51219512195122;0.682926829268293;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.731707317073171
"sets";"pca";118;0.219512195121951;0.658536585365854;0.24390243902439;0.414634146341463;0.707317073170732;0.731707317073171;0.804878048780488;0.75609756097561;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.560975609756098
"sets";"pca";119;0.219512195121951;0.682926829268293;0.219512195121951;0.585365853658537;0.707317073170732;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.536585365853659;0.853658536585366;0.707317073170732
"sets";"pca";120;0.219512195121951;0.682926829268293;0.219512195121951;0.536585365853659;0.731707317073171;0.731707317073171;0.804878048780488;0.804878048780488;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.634146341463415
"sets";"pca";121;0.219512195121951;0.658536585365854;0.317073170731707;0.463414634146341;0.731707317073171;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.51219512195122;0.853658536585366;0.682926829268293
"sets";"pca";122;0.219512195121951;0.707317073170732;0.365853658536585;0.439024390243902;0.707317073170732;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.682926829268293
"sets";"pca";123;0.219512195121951;0.634146341463415;0.170731707317073;0.463414634146341;0.707317073170732;0.731707317073171;0.804878048780488;0.780487804878049;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.731707317073171
"sets";"pca";124;0.219512195121951;0.658536585365854;0.268292682926829;0.585365853658537;0.707317073170732;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.48780487804878;0.853658536585366;0.75609756097561
"sets";"pca";125;0.219512195121951;0.707317073170732;0.292682926829268;0.463414634146341;0.682926829268293;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.439024390243902;0.853658536585366;0.682926829268293
"sets";"pca";126;0.219512195121951;0.609756097560976;0.219512195121951;0.439024390243902;0.682926829268293;0.731707317073171;0.804878048780488;0.707317073170732;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.707317073170732
"sets";"pca";127;0.219512195121951;0.731707317073171;0.219512195121951;0.560975609756098;0.707317073170732;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.585365853658537;0.853658536585366;0.707317073170732
"sets";"pca";128;0.219512195121951;0.658536585365854;0.24390243902439;0.439024390243902;0.731707317073171;0.731707317073171;0.804878048780488;0.829268292682927;NA;0.414634146341463;0.536585365853659;0.853658536585366;0.658536585365854
"sets";"pca";129;0.219512195121951;0.682926829268293;0.292682926829268;0.48780487804878;0.707317073170732;0.731707317073171;0.804878048780488;0.707317073170732;NA;0.414634146341463;0.48780487804878;0.853658536585366;0.634146341463415
"sets";"pca";130;0.219512195121951;0.634146341463415;0.341463414634146;0.463414634146341;0.731707317073171;0.731707317073171;0.804878048780488;0.731707317073171;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.682926829268293
"sets";"pca";131;0.219512195121951;0.682926829268293;0.195121951219512;0.536585365853659;0.75609756097561;0.731707317073171;0.804878048780488;0.829268292682927;NA;0.414634146341463;0.609756097560976;0.853658536585366;0.731707317073171
"sets";"pca";132;0.219512195121951;0.658536585365854;0.365853658536585;0.439024390243902;0.731707317073171;0.731707317073171;0.804878048780488;0.804878048780488;NA;0.414634146341463;0.51219512195122;0.853658536585366;0.634146341463415
"sets";"rfe";80;0.365853658536585;NA;0.634146341463415;0.853658536585366;0.853658536585366;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.829268292682927;0.926829268292683
"sets";"rfe";81;0.365853658536585;NA;0.804878048780488;0.780487804878049;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.829268292682927;0.926829268292683
"sets";"rfe";82;0.365853658536585;NA;0.560975609756098;0.878048780487805;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.829268292682927;0.902439024390244
"sets";"rfe";83;0.365853658536585;NA;0.634146341463415;0.853658536585366;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.829268292682927;0.902439024390244
"sets";"rfe";84;0.365853658536585;NA;0.780487804878049;0.975609756097561;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.829268292682927;0.926829268292683
"sets";"rfe";85;0.365853658536585;NA;0.731707317073171;0.902439024390244;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.853658536585366;0.878048780487805
"sets";"rfe";86;0.365853658536585;NA;0.609756097560976;0.829268292682927;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.926829268292683
"sets";"rfe";87;0.365853658536585;NA;0.707317073170732;0.878048780487805;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.926829268292683
"sets";"rfe";88;0.365853658536585;NA;0.780487804878049;0.902439024390244;0.878048780487805;NA;0.804878048780488;NA;NA;NA;0.829268292682927;0.853658536585366;0.926829268292683
"sets";"rfe";89;0.365853658536585;NA;0.707317073170732;0.878048780487805;0.878048780487805;NA;0.780487804878049;NA;NA;NA;0.902439024390244;0.853658536585366;0.902439024390244
"sets";"rfe";90;0.365853658536585;NA;0.707317073170732;0.878048780487805;0.878048780487805;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";91;0.365853658536585;NA;0.658536585365854;0.878048780487805;0.926829268292683;NA;0.804878048780488;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";92;0.365853658536585;NA;0.804878048780488;0.878048780487805;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.902439024390244;0.853658536585366;0.902439024390244
"sets";"rfe";93;0.365853658536585;NA;0.780487804878049;0.878048780487805;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.926829268292683;0.853658536585366;0.902439024390244
"sets";"rfe";94;0.365853658536585;NA;0.682926829268293;0.878048780487805;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.926829268292683;0.853658536585366;0.902439024390244
"sets";"rfe";95;0.365853658536585;NA;0.731707317073171;0.926829268292683;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";96;0.365853658536585;NA;0.731707317073171;0.902439024390244;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";97;0.365853658536585;NA;0.731707317073171;0.878048780487805;0.853658536585366;NA;0.75609756097561;NA;NA;NA;0.804878048780488;0.853658536585366;0.902439024390244
"sets";"rfe";98;0.365853658536585;NA;0.780487804878049;0.853658536585366;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.829268292682927;0.853658536585366;0.926829268292683
"sets";"rfe";99;0.365853658536585;NA;0.780487804878049;0.975609756097561;0.926829268292683;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.902439024390244
"sets";"rfe";100;0.365853658536585;NA;0.829268292682927;0.878048780487805;0.926829268292683;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";101;0.365853658536585;NA;0.658536585365854;0.878048780487805;0.902439024390244;NA;0.780487804878049;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";102;0.365853658536585;NA;0.682926829268293;0.926829268292683;0.878048780487805;NA;0.780487804878049;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";103;0.365853658536585;NA;0.75609756097561;0.878048780487805;0.878048780487805;NA;0.780487804878049;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";104;0.365853658536585;NA;0.707317073170732;0.902439024390244;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.926829268292683
"sets";"rfe";105;0.365853658536585;NA;0.658536585365854;0.902439024390244;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.926829268292683
"sets";"rfe";106;0.365853658536585;NA;0.75609756097561;0.878048780487805;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.926829268292683
"sets";"rfe";107;0.365853658536585;NA;0.804878048780488;0.926829268292683;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.902439024390244
"sets";"rfe";108;0.365853658536585;NA;0.682926829268293;0.853658536585366;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";109;0.365853658536585;NA;0.804878048780488;0.975609756097561;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.926829268292683
"sets";"rfe";110;0.365853658536585;NA;0.829268292682927;0.829268292682927;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.902439024390244
"sets";"rfe";111;0.365853658536585;NA;0.707317073170732;0.951219512195122;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.926829268292683
"sets";"rfe";112;0.365853658536585;NA;0.75609756097561;0.878048780487805;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.902439024390244
"sets";"rfe";113;0.365853658536585;NA;0.853658536585366;0.853658536585366;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";114;0.365853658536585;NA;0.731707317073171;0.853658536585366;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";115;0.365853658536585;NA;0.707317073170732;0.975609756097561;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";116;0.365853658536585;NA;0.707317073170732;0.902439024390244;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";117;0.365853658536585;NA;0.829268292682927;0.951219512195122;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.926829268292683
"sets";"rfe";118;0.365853658536585;NA;0.731707317073171;0.829268292682927;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.902439024390244
"sets";"rfe";119;0.365853658536585;NA;0.804878048780488;0.902439024390244;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";120;0.365853658536585;NA;0.75609756097561;0.829268292682927;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";121;0.365853658536585;NA;0.707317073170732;0.878048780487805;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.926829268292683
"sets";"rfe";122;0.365853658536585;NA;0.731707317073171;0.902439024390244;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.902439024390244
"sets";"rfe";123;0.365853658536585;NA;0.75609756097561;0.878048780487805;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.853658536585366;0.853658536585366;0.926829268292683
"sets";"rfe";124;0.365853658536585;NA;0.780487804878049;0.829268292682927;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.926829268292683
"sets";"rfe";125;0.365853658536585;NA;0.75609756097561;1;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.902439024390244
"sets";"rfe";126;0.365853658536585;NA;0.75609756097561;0.902439024390244;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.926829268292683
"sets";"rfe";127;0.365853658536585;NA;0.731707317073171;0.878048780487805;0.902439024390244;NA;0.75609756097561;NA;NA;NA;0.926829268292683;0.853658536585366;0.902439024390244
"sets";"rfe";128;0.365853658536585;NA;0.75609756097561;0.878048780487805;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.829268292682927;0.853658536585366;0.926829268292683
"sets";"rfe";129;0.365853658536585;NA;0.804878048780488;0.902439024390244;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.878048780487805;0.853658536585366;0.902439024390244
"sets";"rfe";130;0.365853658536585;NA;0.609756097560976;0.902439024390244;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";131;0.365853658536585;NA;0.75609756097561;0.878048780487805;0.878048780487805;NA;0.75609756097561;NA;NA;NA;0.902439024390244;0.853658536585366;0.926829268292683
"sets";"rfe";132;0.365853658536585;0.853658536585366;0.707317073170732;0.926829268292683;0.878048780487805;0.731707317073171;0.75609756097561;0.878048780487805;NA;0.414634146341463;0.853658536585366;0.853658536585366;0.926829268292683
"sets_wmedian";"pca";80;0.24390243902439;0.731707317073171;0.317073170731707;0.585365853658537;0.707317073170732;0.731707317073171;0.804878048780488;0.75609756097561;0.51219512195122;0.439024390243902;0.48780487804878;0.926829268292683;0.51219512195122
"sets_wmedian";"pca";81;0.24390243902439;0.707317073170732;0.439024390243902;0.609756097560976;0.682926829268293;0.731707317073171;0.804878048780488;0.780487804878049;0.48780487804878;0.439024390243902;0.51219512195122;0.926829268292683;0.51219512195122
"sets_wmedian";"pca";82;0.24390243902439;0.707317073170732;0.24390243902439;0.463414634146341;0.707317073170732;0.731707317073171;0.804878048780488;0.731707317073171;0.48780487804878;0.439024390243902;0.634146341463415;0.926829268292683;0.634146341463415
"sets_wmedian";"pca";83;0.24390243902439;0.731707317073171;0.341463414634146;0.609756097560976;0.75609756097561;0.731707317073171;0.804878048780488;0.75609756097561;0.51219512195122;0.439024390243902;0.585365853658537;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";84;0.24390243902439;0.682926829268293;0.292682926829268;0.48780487804878;0.75609756097561;0.731707317073171;0.804878048780488;0.707317073170732;0.51219512195122;0.439024390243902;0.658536585365854;0.926829268292683;0.560975609756098
"sets_wmedian";"pca";85;0.219512195121951;0.731707317073171;0.24390243902439;0.560975609756098;0.75609756097561;0.731707317073171;0.804878048780488;0.707317073170732;0.51219512195122;0.439024390243902;0.560975609756098;0.926829268292683;0.51219512195122
"sets_wmedian";"pca";86;0.219512195121951;0.658536585365854;0.292682926829268;0.585365853658537;0.682926829268293;0.731707317073171;0.804878048780488;0.75609756097561;0.51219512195122;0.439024390243902;0.609756097560976;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";87;0.24390243902439;0.682926829268293;0.365853658536585;0.51219512195122;0.682926829268293;0.731707317073171;0.804878048780488;0.634146341463415;0.51219512195122;0.439024390243902;0.682926829268293;0.926829268292683;0.536585365853659
"sets_wmedian";"pca";88;0.24390243902439;0.707317073170732;0.365853658536585;0.634146341463415;0.780487804878049;0.731707317073171;0.804878048780488;0.75609756097561;0.51219512195122;0.439024390243902;0.634146341463415;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";89;0.24390243902439;0.707317073170732;0.48780487804878;0.51219512195122;0.731707317073171;0.731707317073171;0.804878048780488;0.707317073170732;0.51219512195122;0.439024390243902;0.634146341463415;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";90;0.24390243902439;0.707317073170732;0.219512195121951;0.51219512195122;0.780487804878049;0.731707317073171;0.804878048780488;0.804878048780488;0.51219512195122;0.439024390243902;0.634146341463415;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";91;0.24390243902439;0.707317073170732;0.268292682926829;0.536585365853659;0.682926829268293;0.731707317073171;0.804878048780488;0.731707317073171;0.51219512195122;0.439024390243902;0.682926829268293;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";92;0.24390243902439;0.804878048780488;0.390243902439024;0.51219512195122;0.682926829268293;0.731707317073171;0.804878048780488;0.75609756097561;0.51219512195122;0.439024390243902;0.682926829268293;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";93;0.24390243902439;0.804878048780488;0.414634146341463;0.390243902439024;0.731707317073171;0.731707317073171;0.804878048780488;0.75609756097561;0.51219512195122;0.439024390243902;0.707317073170732;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";94;0.24390243902439;0.658536585365854;0.341463414634146;0.463414634146341;0.75609756097561;0.731707317073171;0.804878048780488;0.731707317073171;0.51219512195122;0.439024390243902;0.585365853658537;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";95;0.24390243902439;0.780487804878049;0.317073170731707;0.414634146341463;0.75609756097561;0.731707317073171;0.804878048780488;0.731707317073171;0.51219512195122;0.439024390243902;0.634146341463415;0.926829268292683;0.560975609756098
"sets_wmedian";"pca";96;0.24390243902439;0.731707317073171;0.317073170731707;0.48780487804878;0.75609756097561;0.731707317073171;0.804878048780488;0.731707317073171;0.51219512195122;0.439024390243902;0.609756097560976;0.926829268292683;0.634146341463415
"sets_wmedian";"pca";97;0.24390243902439;0.682926829268293;0.292682926829268;0.414634146341463;0.731707317073171;0.731707317073171;0.804878048780488;0.804878048780488;0.51219512195122;0.439024390243902;0.536585365853659;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";98;0.24390243902439;0.75609756097561;0.292682926829268;0.536585365853659;0.707317073170732;0.731707317073171;0.804878048780488;0.658536585365854;0.51219512195122;0.439024390243902;0.48780487804878;0.926829268292683;0.560975609756098
"sets_wmedian";"pca";99;0.24390243902439;0.75609756097561;0.24390243902439;0.463414634146341;0.731707317073171;0.731707317073171;0.804878048780488;0.731707317073171;0.51219512195122;0.439024390243902;0.609756097560976;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";100;0.24390243902439;0.682926829268293;0.24390243902439;0.48780487804878;0.780487804878049;0.731707317073171;0.804878048780488;0.780487804878049;0.51219512195122;0.439024390243902;0.731707317073171;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";101;0.219512195121951;0.75609756097561;0.317073170731707;0.536585365853659;0.731707317073171;0.731707317073171;0.804878048780488;0.682926829268293;0.51219512195122;0.439024390243902;0.609756097560976;0.926829268292683;0.560975609756098
"sets_wmedian";"pca";102;0.24390243902439;0.707317073170732;0.24390243902439;0.51219512195122;0.658536585365854;0.731707317073171;0.804878048780488;0.609756097560976;0.51219512195122;0.439024390243902;0.51219512195122;0.926829268292683;0.560975609756098
"sets_wmedian";"pca";103;0.24390243902439;0.731707317073171;0.24390243902439;0.463414634146341;0.731707317073171;0.731707317073171;0.804878048780488;0.804878048780488;0.51219512195122;0.439024390243902;0.658536585365854;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";104;0.219512195121951;0.707317073170732;0.439024390243902;0.536585365853659;0.731707317073171;0.731707317073171;0.804878048780488;0.731707317073171;0.51219512195122;0.439024390243902;0.634146341463415;0.926829268292683;0.585365853658537
"sets_wmedian";"pca";105;0.24390243902439;0.682926829268293;0.292682926829268;0.609756097560976;0.682926829268293;0.731707317073171;0.804878048780488;0.780487804878049;0.51219512195122;0.439024390243902;0.536585365853659;0.926829268292683;0.609756097560976
"sets_wmedian";"pca";106;0.24390243902439;0.731707317073171;0.195121951219512;0.439024390243902;0.707317073170732;0.731707317073171;0.804878048780488;0.780487804878049;0.51219512195122;0.439024390243902;0.585365853658537;0.926829268292683;0.609756097560976
